,selling_price,km_driven,engine,Automatic,Manual,Diesel,age
0,1.2,120000.0,796.0,0,1,0,10.0
1,5.5,20000.0,1197.0,0,1,0,6.0
2,2.15,60000.0,1197.0,0,1,0,12.0
3,2.26,37000.0,998.0,0,1,0,10.0
4,5.7,30000.0,1498.0,0,1,1,7.0
5,3.5,35000.0,998.0,0,1,0,9.0
6,3.15,40000.0,1197.0,0,1,0,9.0
7,4.1,17512.0,998.0,0,1,0,4.0
8,10.5,20000.0,998.0,1,0,0,3.0
9,5.75,70000.0,1493.0,0,1,1,5.0
10,3.05,50000.0,1405.0,0,1,1,7.0
11,11.5,18000.0,1461.0,0,1,1,3.0
12,5.11,28321.0,1197.0,0,1,0,5.0
13,4.1,27000.0,1198.0,1,0,0,6.0
14,4.25,65278.0,1582.0,0,1,1,9.0
15,7.5,50000.0,1461.0,0,1,1,6.0
16,32.5,6000.0,1998.0,1,0,0,5.0
17,6.5,76000.0,1248.0,0,1,1,6.0
18,6.27,20000.0,1248.0,0,1,1,6.0
19,14.25,65000.0,2143.0,1,0,1,8.0
20,4.25,62200.0,1248.0,0,1,1,8.0
21,6.05,110000.0,2494.0,0,1,1,9.0
22,6.0,20000.0,1197.0,0,1,0,7.0
23,5.75,40000.0,1197.0,0,1,0,6.0
24,2.6,97000.0,1248.0,0,1,1,10.0
25,4.25,47000.0,1598.0,0,1,0,9.0
26,2.3,25000.0,998.0,0,1,0,9.0
27,12.25,15000.0,1582.0,0,1,1,3.0
28,3.75,56823.0,2179.0,0,1,1,12.0
29,7.5,50000.0,1497.0,0,1,0,7.0
30,3.5,25000.0,2523.0,0,1,1,11.0
31,6.0,90000.0,1248.0,0,1,1,7.0
32,3.9,45000.0,1248.0,0,1,1,9.0
33,7.0,25000.0,1197.0,0,1,0,4.0
34,11.5,110000.0,2982.0,0,1,1,9.0
35,3.4,30000.0,999.0,0,1,0,5.0
36,4.65,39993.0,1199.0,0,1,0,6.0
37,1.25,80000.0,1086.0,0,1,0,13.0
38,6.0,185000.0,2179.0,0,1,1,10.0
39,3.8,90000.0,1248.0,0,1,1,9.0
40,4.0,60000.0,2498.0,0,1,1,13.0
41,3.0,90000.0,1248.0,0,1,1,8.0
42,5.0,20000.0,1197.0,0,1,0,7.0
43,8.5,15000.0,1396.0,0,1,1,4.0
44,5.98,40000.0,1197.0,0,1,0,4.0
45,7.0,31180.0,1497.0,1,0,0,7.0
46,9.0,40000.0,1493.0,1,0,1,4.0
47,3.0,58000.0,1396.0,0,1,1,7.0
48,4.1,56000.0,1248.0,0,1,1,8.0
49,3.0,93000.0,1248.0,0,1,1,11.0
50,2.25,86000.0,1817.0,0,1,0,12.0
51,3.0,120000.0,1248.0,0,1,1,11.0
52,5.9,52427.0,1197.0,1,0,0,6.0
53,8.5,40000.0,1498.0,0,1,1,2.0
54,1.08,70000.0,624.0,0,1,0,11.0
55,5.5,17000.0,1198.0,0,1,0,4.0
56,3.25,54325.0,1496.0,0,1,0,10.0
57,6.25,22000.0,1590.0,0,1,0,6.0
58,6.0,54000.0,1197.0,0,1,0,6.0
59,4.45,10000.0,998.0,0,1,0,3.0
60,5.3,20000.0,1197.0,0,1,0,3.0
61,3.85,61000.0,1798.0,0,1,0,11.0
62,4.1,53237.0,998.0,0,1,0,4.0
63,3.5,27263.0,999.0,0,1,0,4.0
64,2.65,90000.0,1396.0,0,1,1,8.0
65,5.2,110000.0,1582.0,0,1,1,8.0
66,7.5,70000.0,1396.0,0,1,1,6.0
67,5.6,70000.0,1248.0,0,1,1,5.0
68,2.0,190000.0,1405.0,0,1,1,8.0
69,6.0,40000.0,1186.0,0,1,1,5.0
70,6.55,39000.0,1197.0,0,1,0,3.0
71,4.25,58000.0,1794.0,1,0,0,13.0
72,2.2,40000.0,796.0,0,1,0,5.0
73,5.5,34000.0,1197.0,0,1,0,4.0
74,11.5,50000.0,1997.0,0,1,1,5.0
75,5.0,77400.0,1598.0,0,1,1,10.0
76,9.9,36000.0,1497.0,0,1,1,3.0
77,5.51,47876.0,1493.0,0,1,1,9.0
78,16.5,21500.0,2179.0,1,0,1,4.0
79,3.5,75000.0,1120.0,0,1,1,7.0
80,5.0,58000.0,1196.0,0,1,0,5.0
81,5.75,30000.0,1197.0,0,1,0,4.0
82,5.45,50000.0,1186.0,0,1,1,4.0
83,5.25,19093.0,1196.0,0,1,0,5.0
84,4.0,50000.0,1198.0,0,1,0,8.0
85,5.4,3888.0,909.0,0,1,1,3.0
86,5.45,47000.0,1248.0,0,1,1,6.0
87,5.45,70000.0,1497.0,0,1,0,9.0
88,2.4,25000.0,799.0,0,1,0,6.0
89,7.25,26000.0,1248.0,0,1,1,4.0
90,4.8,30000.0,1196.0,0,1,0,5.0
91,3.75,15000.0,1197.0,0,1,0,9.0
92,2.25,160000.0,1248.0,0,1,1,11.0
93,4.0,32100.0,1199.0,0,1,0,5.0
94,5.5,22000.0,1197.0,0,1,0,6.0
95,10.5,44000.0,2179.0,0,1,1,6.0
96,4.5,78000.0,1198.0,0,1,0,6.0
97,7.75,74352.0,1796.0,1,0,0,10.0
98,3.5,37000.0,998.0,0,1,0,8.0
99,5.5,69000.0,1498.0,0,1,1,8.0
100,10.8,12120.0,1497.0,0,1,0,3.0
101,5.75,52000.0,1197.0,0,1,0,6.0
102,9.5,120000.0,2494.0,0,1,1,6.0
103,2.3,55000.0,796.0,0,1,0,9.0
104,2.7,160000.0,1396.0,0,1,1,11.0
105,1.65,42000.0,936.0,0,1,1,10.0
106,1.3,40000.0,1196.0,0,1,0,11.0
107,3.7,46000.0,1197.0,0,1,0,10.0
108,5.7,25000.0,1197.0,0,1,0,5.0
109,3.9,240000.0,1364.0,0,1,1,7.0
110,3.65,90000.0,1199.0,0,1,1,9.0
111,2.8,49566.0,1197.0,0,1,0,10.0
112,12.5,14000.0,1582.0,1,0,1,4.0
113,5.9,11000.0,1197.0,0,1,0,6.0
114,4.75,5000.0,998.0,1,0,0,4.0
115,6.85,55000.0,1498.0,0,1,1,5.0
116,3.8,65000.0,1582.0,1,0,1,10.0
117,3.3,22000.0,999.0,0,1,0,4.0
118,6.5,7671.0,1197.0,0,1,0,4.0
119,3.25,66000.0,998.0,0,1,0,6.0
120,6.4,45156.0,1197.0,1,0,0,4.0
121,9.49,25000.0,998.0,0,1,0,3.0
122,7.5,70000.0,1461.0,0,1,1,7.0
123,6.6,120000.0,1582.0,0,1,1,7.0
124,4.35,28000.0,1197.0,0,1,0,8.0
125,3.85,55000.0,1396.0,0,1,1,9.0
126,10.0,104000.0,2199.0,0,1,1,11.0
127,12.5,14000.0,1582.0,1,0,1,3.0
128,5.5,18000.0,1197.0,0,1,0,5.0
129,1.55,98780.0,998.0,0,1,0,13.0
130,4.15,58000.0,1248.0,0,1,1,7.0
131,2.51,30000.0,998.0,0,1,0,11.0
132,11.5,46400.0,2179.0,0,1,1,6.0
133,3.1,32111.0,1086.0,0,1,0,8.0
134,3.5,35000.0,1198.0,0,1,0,7.0
135,11.25,30000.0,1997.0,0,1,1,5.0
136,26.0,63000.0,2993.0,1,0,1,6.0
137,2.0,43890.0,1199.0,0,1,0,5.0
138,4.8,10000.0,1198.0,0,1,0,4.0
139,8.5,25000.0,1248.0,1,0,1,5.0
140,11.0,102000.0,1582.0,1,0,1,5.0
141,5.75,35000.0,1197.0,0,1,0,4.0
142,3.4,49948.0,1298.0,0,1,0,10.0
143,5.59,114851.0,1396.0,0,1,1,4.0
144,9.25,55000.0,1498.0,0,1,1,4.0
145,4.0,36000.0,1197.0,0,1,0,7.0
146,5.6,35000.0,1186.0,0,1,1,3.0
147,7.25,49625.0,1497.0,0,1,0,6.0
148,6.0,35000.0,1248.0,0,1,1,8.0
149,5.5,95000.0,2179.0,0,1,1,9.0
150,5.85,36000.0,1498.0,0,1,1,5.0
151,4.11,50000.0,998.0,0,1,0,3.0
152,4.5,26500.0,1197.0,0,1,0,7.0
153,12.9,80000.0,1997.0,1,0,0,7.0
154,4.55,46000.0,1198.0,0,1,0,7.0
155,7.1,9000.0,1197.0,0,1,0,3.0
156,4.5,70000.0,1493.0,0,1,1,6.0
157,4.65,33000.0,1197.0,0,1,0,7.0
158,7.7,53000.0,1497.0,0,1,0,6.0
159,3.2,50000.0,1405.0,0,1,1,7.0
160,3.25,50000.0,1405.0,0,1,1,7.0
161,29.0,11387.0,3198.0,1,0,1,4.0
162,7.2,50000.0,1498.0,0,1,1,4.0
163,3.75,52000.0,1198.0,0,1,1,6.0
164,1.45,60000.0,1399.0,0,1,0,12.0
165,4.0,35000.0,1198.0,0,1,0,7.0
166,6.0,48000.0,1461.0,0,1,1,7.0
167,6.0,18000.0,1199.0,0,1,0,4.0
168,2.7,57413.0,998.0,0,1,0,10.0
169,5.0,30000.0,1197.0,0,1,0,7.0
170,6.5,55000.0,1582.0,0,1,1,7.0
171,3.8,120000.0,1199.0,0,1,0,7.0
172,7.28,165000.0,2477.0,0,1,1,10.0
173,6.6,10000.0,1197.0,1,0,0,4.0
174,1.8,120000.0,1248.0,0,1,1,12.0
175,20.9,68000.0,1995.0,1,0,1,6.0
176,2.5,55000.0,936.0,0,1,1,7.0
177,12.75,8000.0,1497.0,0,1,0,2.0
178,4.55,80000.0,1798.0,0,1,0,10.0
179,4.95,65000.0,1248.0,0,1,1,7.0
180,2.2,47000.0,1197.0,0,1,0,12.0
181,8.0,185000.0,1248.0,0,1,1,4.0
182,12.95,68000.0,2199.0,1,0,1,8.0
183,4.75,25000.0,1197.0,0,1,0,6.0
184,9.0,7791.0,1248.0,0,1,1,4.0
185,5.3,70000.0,1373.0,0,1,0,7.0
186,5.3,9500.0,1199.0,0,1,0,6.0
187,6.5,9100.0,1591.0,0,1,0,7.0
188,4.95,82000.0,2354.0,0,1,0,12.0
189,3.35,86000.0,1497.0,0,1,0,12.0
190,46.75,19000.0,1968.0,1,0,1,2.0
191,12.9,78000.0,1968.0,1,0,1,9.0
192,3.0,60000.0,1399.0,0,1,1,11.0
193,5.5,7883.0,1197.0,1,0,0,3.0
194,3.9,50205.0,1248.0,0,1,1,9.0
195,2.6,220000.0,2523.0,0,1,1,14.0
196,3.95,58000.0,1047.0,0,1,1,5.0
197,5.5,170000.0,2179.0,0,1,1,10.0
198,6.5,15000.0,1197.0,0,1,0,4.0
199,3.75,71245.0,1248.0,0,1,1,6.0
200,3.0,20000.0,1248.0,0,1,1,10.0
201,4.5,52000.0,1496.0,0,1,0,6.0
202,3.35,61000.0,1198.0,0,1,0,7.0
203,13.0,7000.0,1353.0,0,1,0,3.0
204,3.6,20000.0,998.0,0,1,0,4.0
205,5.05,8700.0,998.0,0,1,0,2.0
206,3.1,25000.0,796.0,0,1,0,3.0
207,5.45,42000.0,1197.0,0,1,0,7.0
208,3.0,120000.0,2498.0,0,1,1,13.0
209,2.0,60000.0,1399.0,0,1,0,13.0
210,5.8,50000.0,1197.0,0,1,0,4.0
211,2.5,58000.0,998.0,0,1,0,11.0
212,6.5,36000.0,1396.0,0,1,0,5.0
213,8.0,80000.0,1248.0,0,1,1,6.0
214,14.75,71000.0,1968.0,1,0,1,9.0
215,4.1,30000.0,1248.0,0,1,1,4.0
216,5.31,162828.0,1498.0,0,1,1,7.0
217,8.9,7500.0,1498.0,0,1,1,4.0
218,7.75,47227.0,2179.0,0,1,1,6.0
219,4.35,52000.0,998.0,0,1,0,4.0
220,1.85,74000.0,1399.0,0,1,1,10.0
221,4.4,47000.0,2523.0,0,1,1,11.0
222,4.5,50000.0,1197.0,0,1,0,7.0
223,6.0,100000.0,1197.0,0,1,0,5.0
224,3.2,35000.0,998.0,0,1,0,8.0
225,7.0,50000.0,1396.0,0,1,1,6.0
226,6.3,10000.0,1196.0,0,1,0,4.0
227,3.2,10370.0,796.0,0,1,0,6.0
228,4.65,62000.0,1497.0,0,1,0,9.0
229,2.75,70000.0,1248.0,0,1,1,11.0
230,5.5,40000.0,1197.0,0,1,0,6.0
231,4.45,60000.0,1197.0,0,1,0,5.0
232,7.05,67231.0,2179.0,0,1,1,9.0
233,2.7,64000.0,998.0,0,1,0,9.0
234,4.2,142587.0,1461.0,0,1,1,10.0
235,4.75,63000.0,1498.0,0,1,1,8.0
236,17.55,80000.0,2982.0,0,1,1,7.0
237,3.5,55000.0,1497.0,0,1,0,11.0
238,5.75,11000.0,1197.0,0,1,0,6.0
239,4.66,66000.0,1364.0,0,1,1,6.0
240,3.6,17000.0,999.0,0,1,0,5.0
241,2.75,25000.0,796.0,0,1,0,5.0
242,3.2,33350.0,1198.0,0,1,0,6.0
243,3.7,62000.0,1197.0,0,1,0,7.0
244,2.5,30000.0,1198.0,0,1,0,9.0
245,2.75,59000.0,1298.0,0,1,0,13.0
246,19.5,20000.0,1991.0,1,0,0,7.0
247,5.5,86113.0,1497.0,0,1,0,8.0
248,13.25,45000.0,1364.0,0,1,1,6.0
249,7.5,10000.0,1248.0,0,1,1,4.0
250,2.9,70000.0,1198.0,0,1,0,11.0
251,2.72,92537.0,998.0,0,1,0,7.0
252,9.51,27645.0,1248.0,0,1,1,3.0
253,2.8,46242.0,998.0,0,1,0,9.0
254,5.45,70000.0,1497.0,0,1,0,9.0
255,4.5,6000.0,799.0,0,1,0,2.0
256,4.8,64000.0,1197.0,0,1,0,5.0
257,10.6,93000.0,1997.0,0,1,1,5.0
258,2.35,26200.0,796.0,0,1,0,9.0
259,5.9,25000.0,1197.0,0,1,0,5.0
260,7.5,80000.0,1493.0,0,1,1,5.0
261,4.5,70000.0,1493.0,0,1,1,6.0
262,29.5,50000.0,2755.0,1,0,1,4.0
263,1.1,80000.0,1086.0,0,1,0,14.0
264,18.51,55000.0,1395.0,1,0,0,6.0
265,7.5,25000.0,1497.0,0,1,0,4.0
266,4.0,36000.0,1197.0,0,1,0,7.0
267,5.3,40000.0,1248.0,0,1,1,7.0
268,8.7,25000.0,2498.0,0,1,1,4.0
269,2.95,30038.0,799.0,0,1,0,4.0
270,3.7,53000.0,1047.0,0,1,1,5.0
271,5.3,5000.0,1197.0,0,1,0,4.0
272,6.0,41217.0,1120.0,0,1,1,8.0
273,3.5,35000.0,999.0,1,0,0,5.0
274,4.7,62000.0,1498.0,0,1,1,9.0
275,3.9,42000.0,1498.0,0,1,1,7.0
276,9.2,80000.0,2179.0,0,1,1,7.0
277,5.5,60000.0,2179.0,0,1,1,9.0
278,6.35,45000.0,1582.0,0,1,1,8.0
279,12.5,50000.0,2179.0,1,0,1,5.0
280,3.0,12000.0,796.0,0,1,0,4.0
281,9.6,12000.0,1497.0,1,0,0,4.0
282,7.5,15000.0,1248.0,0,1,1,4.0
283,2.49,63000.0,1198.0,0,1,0,11.0
284,14.0,30000.0,2179.0,0,1,1,4.0
285,2.5,160800.0,1399.0,0,1,1,11.0
286,6.1,120000.0,1582.0,0,1,1,8.0
287,1.65,62821.0,998.0,0,1,0,12.0
288,5.45,78247.0,1498.0,0,1,1,6.0
289,4.8,113000.0,1582.0,0,1,1,9.0
290,3.95,52000.0,1197.0,0,1,0,8.0
291,4.95,109000.0,2494.0,0,1,1,10.0
292,5.5,15000.0,1498.0,0,1,1,5.0
293,4.7,90000.0,1197.0,0,1,0,5.0
294,2.0,35000.0,1193.0,0,1,0,11.0
295,2.8,90000.0,1896.0,0,1,1,12.0
296,1.49,62001.0,1399.0,0,1,0,14.0
297,2.0,98000.0,1199.0,0,1,1,11.0
298,6.99,20000.0,1396.0,0,1,1,6.0
299,3.15,57000.0,1798.0,0,1,0,12.0
300,3.4,21717.0,998.0,0,1,0,8.0
301,5.0,40000.0,1461.0,0,1,1,8.0
302,10.5,50000.0,1497.0,0,1,0,5.0
303,6.0,90000.0,1461.0,0,1,1,6.0
304,4.78,90000.0,1248.0,0,1,1,5.0
305,4.91,27876.0,1197.0,0,1,0,5.0
306,28.9,56000.0,1999.0,1,0,0,6.0
307,1.6,57215.0,1197.0,0,1,0,14.0
308,9.85,5400.0,998.0,0,1,0,3.0
309,5.0,60000.0,1248.0,0,1,1,8.0
310,3.35,24800.0,1199.0,0,1,0,5.0
311,9.5,59450.0,1498.0,0,1,1,6.0
312,7.4,20000.0,1199.0,1,0,0,4.0
313,2.0,90000.0,1405.0,0,1,1,12.0
314,3.75,34553.0,1197.0,0,1,0,9.0
315,8.1,40000.0,1248.0,0,1,1,4.0
316,7.0,50000.0,1248.0,0,1,1,5.0
317,3.1,70000.0,1198.0,0,1,1,6.0
318,8.5,120000.0,1997.0,0,1,1,5.0
319,2.85,90000.0,1396.0,0,1,1,9.0
320,4.5,120000.0,1248.0,0,1,1,8.0
321,11.0,80000.0,1582.0,0,1,1,5.0
322,3.5,155000.0,2498.0,0,1,1,11.0
323,10.8,30000.0,1997.0,0,1,1,5.0
324,5.3,66100.0,1498.0,0,1,1,8.0
325,6.8,50000.0,1248.0,0,1,1,5.0
326,10.25,42000.0,1997.0,0,1,1,5.0
327,6.5,55000.0,1197.0,0,1,0,5.0
328,1.94,110699.0,1197.0,0,1,0,10.0
329,6.86,5000.0,1197.0,1,0,0,3.0
330,2.0,50000.0,796.0,0,1,0,6.0
331,2.5,44000.0,1197.0,0,1,0,12.0
332,7.3,90000.0,1248.0,0,1,1,4.0
333,6.5,55000.0,1591.0,0,1,0,6.0
334,7.9,45000.0,1248.0,0,1,1,5.0
335,6.2,30000.0,1197.0,0,1,0,5.0
336,5.1,50000.0,1591.0,0,1,0,9.0
337,3.75,20000.0,1196.0,0,1,0,9.0
338,5.25,69000.0,1461.0,0,1,1,7.0
339,6.2,19843.0,1197.0,1,0,0,5.0
340,2.7,20000.0,1405.0,0,1,1,8.0
341,9.5,30000.0,2953.0,1,0,1,11.0
342,14.5,52300.0,2393.0,0,1,1,5.0
343,8.45,40000.0,1497.0,1,0,0,6.0
344,3.9,61500.0,1248.0,0,1,1,8.0
345,3.95,59000.0,1198.0,0,1,0,7.0
346,4.5,40000.0,1197.0,0,1,0,4.0
347,17.0,60000.0,1968.0,1,0,1,9.0
348,3.25,61000.0,1197.0,0,1,0,9.0
349,3.5,70000.0,1198.0,0,1,1,6.0
350,6.5,63000.0,2179.0,0,1,1,9.0
351,12.5,58000.0,1796.0,0,1,0,10.0
352,2.2,40000.0,998.0,0,1,0,9.0
353,3.5,49000.0,1493.0,0,1,1,7.0
354,7.5,22000.0,1248.0,0,1,1,5.0
355,2.99,57977.0,1497.0,0,1,0,12.0
356,3.78,70000.0,1120.0,0,1,1,6.0
357,13.25,67000.0,1998.0,1,0,0,10.0
358,5.24,48242.0,1248.0,0,1,1,8.0
359,1.69,68000.0,1399.0,0,1,1,10.0
360,5.0,40000.0,1248.0,0,1,1,8.0
361,20.0,98000.0,2967.0,1,0,1,10.0
362,3.8,113450.0,1248.0,0,1,1,9.0
363,4.0,80000.0,998.0,1,0,0,4.0
364,5.65,1000.0,1086.0,1,0,0,2.0
365,3.35,20292.0,998.0,0,1,0,7.0
366,3.0,67900.0,2179.0,0,1,1,12.0
367,2.0,70000.0,936.0,0,1,1,10.0
368,10.51,40000.0,1997.0,0,1,1,7.0
369,5.1,60000.0,1186.0,0,1,1,5.0
370,3.7,25000.0,999.0,1,0,0,4.0
371,6.25,21000.0,1248.0,0,1,1,4.0
372,12.9,39000.0,2179.0,0,1,1,4.0
373,8.9,30000.0,1591.0,0,1,0,5.0
374,4.2,61000.0,1582.0,0,1,1,10.0
375,5.0,5743.0,1197.0,0,1,0,5.0
376,7.5,44000.0,1461.0,0,1,1,5.0
377,6.0,24200.0,1197.0,0,1,0,4.0
378,5.9,57000.0,1248.0,0,1,1,5.0
379,1.9,58000.0,1197.0,0,1,0,11.0
380,5.0,15000.0,1198.0,0,1,0,5.0
381,4.5,10000.0,998.0,0,1,0,5.0
382,5.5,70000.0,1493.0,0,1,1,6.0
383,1.7,65000.0,1199.0,0,1,0,11.0
384,6.5,100000.0,2179.0,0,1,1,7.0
385,5.0,10000.0,1197.0,0,1,0,2.0
386,5.0,10000.0,1197.0,1,0,0,7.0
387,1.4,43000.0,796.0,0,1,0,13.0
388,3.49,64000.0,1198.0,0,1,0,9.0
389,3.25,30000.0,998.0,0,1,0,8.0
390,4.35,63000.0,1497.0,0,1,0,8.0
391,4.55,28000.0,998.0,0,1,0,4.0
392,62.0,25000.0,2995.0,1,0,0,4.0
393,7.55,32226.0,1497.0,0,1,0,5.0
394,6.5,63432.0,1995.0,1,0,1,9.0
395,40.0,8000.0,1798.0,1,0,0,4.0
396,2.5,80000.0,1198.0,0,1,0,9.0
397,2.45,65000.0,998.0,0,1,0,8.0
398,13.5,14000.0,1493.0,0,1,1,3.0
399,2.15,90760.0,1396.0,0,1,1,9.0
400,4.0,80000.0,1405.0,0,1,1,6.0
401,3.1,15000.0,999.0,1,0,0,4.0
402,12.35,85000.0,2694.0,1,0,0,10.0
403,12.65,12851.0,1461.0,0,1,1,4.0
404,55.0,30000.0,1998.0,1,0,0,4.0
405,6.75,32000.0,1248.0,0,1,1,4.0
406,5.0,30000.0,1197.0,0,1,0,3.0
407,3.0,25000.0,1197.0,0,1,0,12.0
408,14.5,35000.0,2179.0,1,0,1,6.0
409,5.3,140000.0,2179.0,0,1,1,9.0
410,5.75,65597.0,1498.0,0,1,1,8.0
411,2.4,61785.0,1086.0,0,1,0,10.0
412,5.5,35000.0,1197.0,0,1,0,5.0
413,5.0,160000.0,1248.0,0,1,1,8.0
414,6.43,7124.0,1197.0,0,1,0,2.0
415,10.0,15000.0,999.0,0,1,0,3.0
416,6.11,22979.0,1186.0,0,1,1,4.0
417,3.1,150000.0,1364.0,0,1,1,8.0
418,5.5,34000.0,1197.0,0,1,0,6.0
419,3.5,42000.0,1461.0,0,1,1,7.0
420,4.7,40000.0,1199.0,0,1,0,4.0
421,5.25,77000.0,1498.0,0,1,1,8.0
422,4.69,15000.0,1198.0,0,1,0,5.0
423,2.1,60000.0,998.0,0,1,0,10.0
424,2.0,120000.0,796.0,0,1,0,9.0
425,4.0,2500.0,999.0,0,1,0,3.0
426,21.5,50000.0,2179.0,1,0,1,9.0
427,3.4,46500.0,998.0,0,1,0,6.0
428,20.5,69000.0,1968.0,1,0,1,7.0
429,3.81,68000.0,1248.0,0,1,1,10.0
430,7.75,45000.0,2143.0,1,0,1,11.0
431,7.0,20000.0,1248.0,0,1,1,5.0
432,6.75,106000.0,1248.0,0,1,1,5.0
433,6.7,28000.0,1497.0,1,0,0,7.0
434,10.5,50000.0,2179.0,0,1,1,4.0
435,3.15,70000.0,1461.0,0,1,1,8.0
436,3.6,55000.0,1497.0,0,1,0,11.0
437,4.0,53000.0,1498.0,0,1,1,5.0
438,4.7,89000.0,1582.0,0,1,1,8.0
439,3.04,22000.0,796.0,0,1,0,4.0
440,5.25,90000.0,1248.0,0,1,1,4.0
441,4.9,69000.0,1498.0,0,1,1,8.0
442,8.64,155000.0,1997.0,0,1,1,6.0
443,4.8,85000.0,2179.0,0,1,1,9.0
444,3.5,50000.0,1197.0,0,1,0,6.0
445,5.75,3600.0,1197.0,1,0,0,3.0
446,28.5,15000.0,2143.0,1,0,1,4.0
447,6.86,5000.0,1197.0,1,0,0,3.0
448,7.8,143000.0,2494.0,0,1,1,7.0
449,34.9,24000.0,1968.0,1,0,1,4.0
450,2.35,15000.0,6752.0,1,0,0,10.0
451,16.99,28000.0,1956.0,0,1,1,3.0
452,2.75,65000.0,1198.0,0,1,0,6.0
453,8.0,44000.0,1248.0,0,1,1,3.0
454,6.8,10000.0,1197.0,1,0,0,4.0
455,12.0,200000.0,2982.0,0,1,1,12.0
456,5.25,187031.0,2494.0,0,1,1,10.0
457,9.55,22346.0,1497.0,0,1,0,3.0
458,3.5,120000.0,1396.0,0,1,1,10.0
459,8.0,1000.0,1462.0,0,1,0,2.0
460,8.25,170000.0,2179.0,0,1,1,7.0
461,14.76,60000.0,1497.0,0,1,1,3.0
462,6.7,40000.0,1199.0,1,0,0,4.0
463,1.8,28000.0,796.0,0,1,0,10.0
464,3.5,85000.0,1498.0,0,1,0,8.0
465,4.9,35000.0,1197.0,0,1,0,5.0
466,5.5,20000.0,1197.0,0,1,0,5.0
467,3.5,40000.0,1197.0,0,1,0,8.0
468,2.45,65000.0,1798.0,0,1,0,13.0
469,15.0,35000.0,2393.0,0,1,1,3.0
470,2.5,54417.0,814.0,0,1,0,9.0
471,1.9,74000.0,1399.0,0,1,1,10.0
472,4.0,47592.0,1198.0,0,1,0,5.0
473,4.6,46500.0,1461.0,0,1,1,8.0
474,6.5,8000.0,1197.0,1,0,0,3.0
475,7.0,120000.0,1248.0,0,1,1,6.0
476,1.2,100000.0,995.0,0,1,0,9.0
477,38.5,48500.0,2143.0,1,0,1,6.0
478,4.55,34000.0,1197.0,0,1,0,5.0
479,2.35,55000.0,1086.0,0,1,0,9.0
480,1.6,88157.0,1396.0,0,1,1,10.0
481,3.65,54000.0,1197.0,0,1,0,8.0
482,5.55,163000.0,1364.0,0,1,1,6.0
483,4.7,11275.0,1197.0,0,1,0,8.0
484,3.25,58000.0,1248.0,0,1,1,9.0
485,29.5,35000.0,2755.0,1,0,1,4.0
486,8.0,19000.0,1461.0,0,1,1,7.0
487,4.0,48000.0,1248.0,0,1,1,10.0
488,5.5,68000.0,1461.0,0,1,1,7.0
489,15.19,23000.0,1799.0,1,0,0,3.0
490,7.4,31500.0,1248.0,1,0,1,4.0
491,1.25,120000.0,1405.0,0,1,1,9.0
492,2.71,63000.0,1198.0,0,1,0,11.0
493,4.25,63000.0,2393.0,1,0,0,11.0
494,4.75,60000.0,909.0,0,1,1,4.0
495,3.25,73000.0,1498.0,0,1,1,9.0
496,6.0,10000.0,1197.0,1,0,0,2.0
497,3.0,208000.0,1498.0,0,1,1,9.0
498,3.0,30000.0,1197.0,0,1,0,12.0
499,3.45,83000.0,998.0,0,1,0,6.0
500,9.0,60000.0,2523.0,0,1,1,4.0
501,10.25,83000.0,1997.0,0,1,1,6.0
502,14.5,58132.0,2499.0,0,1,1,5.0
503,4.0,34000.0,1197.0,0,1,0,7.0
504,3.67,45120.0,1498.0,0,1,1,8.0
505,5.35,15000.0,1197.0,1,0,0,3.0
506,8.05,15000.0,1462.0,0,1,0,3.0
507,14.88,1000.0,1451.0,0,1,0,2.0
508,2.5,64000.0,1197.0,0,1,0,10.0
509,7.0,98000.0,2143.0,1,0,1,11.0
510,6.75,65000.0,1248.0,0,1,1,6.0
511,4.25,84000.0,1248.0,0,1,1,7.0
512,2.6,33000.0,796.0,0,1,0,7.0
513,3.0,57368.0,1197.0,0,1,0,8.0
514,7.0,55670.0,1497.0,0,1,0,6.0
515,5.6,50000.0,1248.0,0,1,1,5.0
516,59.75,47000.0,2967.0,1,0,1,6.0
517,8.0,18000.0,1462.0,0,1,0,3.0
518,7.5,52420.0,1995.0,1,0,1,11.0
519,3.5,10000.0,1197.0,0,1,0,7.0
520,13.8,40000.0,2393.0,0,1,1,6.0
521,2.65,55000.0,1199.0,0,1,0,7.0
522,10.0,50000.0,2179.0,0,1,1,7.0
523,7.0,50000.0,1373.0,0,1,0,4.0
524,2.3,76963.0,1298.0,0,1,0,13.0
525,28.0,52890.0,1995.0,1,0,1,6.0
526,3.5,45000.0,796.0,0,1,0,6.0
527,4.0,63000.0,1197.0,0,1,0,5.0
528,8.25,25000.0,1248.0,0,1,1,4.0
529,3.25,10103.0,799.0,0,1,0,4.0
530,1.5,55000.0,1198.0,0,1,0,14.0
531,16.75,24000.0,1995.0,1,0,1,8.0
532,8.0,47240.0,2179.0,0,1,1,8.0
533,4.0,30000.0,998.0,0,1,0,3.0
534,17.5,58000.0,2393.0,0,1,1,4.0
535,19.25,56000.0,2143.0,1,0,1,6.0
536,12.0,65000.0,1968.0,1,0,1,9.0
537,5.35,35213.0,1396.0,0,1,1,7.0
538,3.56,35000.0,1197.0,0,1,0,7.0
539,5.5,92000.0,2179.0,0,1,1,10.0
